TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
28.91	2900	63	82	14	12.9	28	1.14	11.9	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.00	2900	64	82	14	13.0	28	1.12	11.8	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.08	2900	66	82	14	13.0	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.17	2900	66	82	14	13.0	28	1.12	11.5	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.27	2900	66	82	14	13.0	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.34	2900	65	82	14	12.7	28	1.14	11.8	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.44	2900	65	82	14	13.0	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.53	2900	64	80	14	12.8	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.61	2900	65	82	14	13.0	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.72	2800	64	82	14	12.7	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.81	2800	64	82	14	13.1	28	1.14	11.6	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.89	2800	63	80	14	12.9	28	1.13	11.4	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
29.98	2800	63	82	14	13.0	27	1.14	11.5	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.06	2800	63	80	14	13.1	28	1.15	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.17	2800	64	80	14	13.0	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.25	2800	64	80	14	13.1	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.33	2800	63	82	14	12.9	28	1.14	11.7	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.42	2800	64	80	14	13.0	28	1.14	11.5	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.50	2800	63	80	14	12.7	28	1.14	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.59	2800	64	80	14	13.0	28	1.14	11.8	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.70	2800	63	80	14	12.9	28	1.13	11.9	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.78	2800	63	80	14	12.8	28	1.14	12.0	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.88	2800	64	80	14	13.1	28	1.15	12.0	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
30.97	2800	63	80	14	12.7	28	1.14	11.9	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.06	2800	64	80	14	13.0	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.17	2800	64	80	14	13.0	28	1.15	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.25	2800	63	80	14	12.9	28	1.14	11.8	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.34	2800	64	80	14	13.0	27	1.14	11.4	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.44	2800	64	80	14	13.0	28	1.12	11.5	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.52	2800	64	80	14	12.9	28	1.14	11.6	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.59	2800	64	80	14	13.0	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.69	2800	63	80	14	13.0	28	1.15	11.8	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.77	2800	63	80	14	12.8	28	1.14	12.2	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.86	2800	65	80	14	13.0	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
31.95	2800	65	80	14	13.1	28	1.15	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.03	2800	66	80	14	12.8	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.13	2800	66	80	14	13.0	28	1.14	11.9	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.23	2800	66	80	14	13.0	28	1.15	11.9	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.31	2800	64	80	14	12.7	28	1.14	11.9	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.42	2800	66	80	14	13.0	28	1.14	11.5	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.52	2800	66	80	14	13.1	28	1.14	11.8	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.61	2800	66	80	14	12.7	28	1.14	11.5	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.72	2800	67	80	14	12.9	28	1.14	11.4	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.80	2800	67	80	14	13.0	28	1.14	11.3	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.88	2800	63	80	14	13.1	27	1.15	11.7	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
32.97	2800	61	80	14	12.8	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.05	2800	66	80	14	12.9	28	1.14	11.3	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.13	2800	68	80	14	13.1	29	1.14	11.3	3.5	7	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.22	2800	67	80	14	12.9	28	1.15	11.8	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.30	2800	66	80	14	12.7	27	1.14	12.2	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.39	2800	67	80	14	12.9	28	1.14	11.4	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.48	2800	65	80	14	13.1	28	1.14	11.5	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.56	2800	65	80	14	13.0	28	1.12	11.3	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.64	2800	66	80	14	12.8	28	1.14	11.3	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.73	2800	67	80	14	13.0	28	1.14	11.3	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.83	2800	65	80	14	13.1	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
33.91	2800	64	80	14	12.7	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.00	2800	63	80	14	12.9	27	1.14	11.5	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.08	2800	64	80	14	13.0	27	1.14	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.19	2800	62	80	14	13.1	27	1.15	11.6	3.0	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.28	2800	61	80	14	12.8	27	1.14	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.36	2800	61	80	14	13.0	27	1.14	11.2	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.47	2800	62	80	14	13.1	27	1.14	11.5	3.0	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.56	2800	61	80	14	12.7	27	1.14	11.4	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.64	2800	62	80	14	12.9	27	1.14	11.4	3.0	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.75	2800	61	80	14	13.1	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.83	2800	61	80	14	13.0	27	1.12	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
34.91	2800	61	80	14	12.7	27	1.14	11.5	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.00	2800	61	80	14	13.0	27	1.14	11.6	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.09	2800	61	80	14	13.1	27	1.14	11.9	2.9	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.19	2800	59	80	14	12.7	27	1.14	12.1	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.28	2800	59	80	14	12.9	27	1.14	11.6	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.36	2800	59	80	14	13.0	26	1.14	11.6	2.9	6	0.0	0	40	225	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.45	2800	59	80	14	13.1	26	1.15	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.55	2800	60	80	14	12.8	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.63	2800	59	80	14	13.0	26	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.73	2800	59	80	14	13.1	27	1.14	12.0	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.83	2800	59	80	14	12.7	26	1.14	11.6	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
35.92	2800	59	80	14	12.9	26	1.14	11.7	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.02	2800	60	80	14	13.1	27	1.14	11.7	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.09	2800	59	80	14	12.8	26	1.15	11.6	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.19	2800	58	80	14	12.9	27	1.14	11.7	2.8	6	0.0	0	40	225	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.28	2800	59	80	14	13.1	27	1.14	11.8	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.36	2800	59	80	14	13.0	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.45	2800	58	80	14	12.7	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.52	2800	60	80	14	12.9	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.61	2800	60	80	14	13.1	27	1.14	12.0	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.72	2800	59	80	14	12.7	27	1.14	12.1	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.80	2800	59	80	14	12.9	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.88	2800	60	80	14	13.1	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
36.97	2800	58	80	14	12.9	27	1.13	11.9	2.8	6	0.0	0	40	225	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.06	2800	58	80	14	12.9	27	1.14	12.0	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.14	2800	59	80	14	13.1	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.23	2800	59	80	14	13.1	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.33	2800	59	80	14	12.8	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.42	2800	60	80	14	13.0	27	1.14	12.0	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.53	2800	59	80	14	13.0	27	1.15	12.0	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.63	2800	59	80	14	12.8	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.70	2800	59	80	14	13.0	27	1.14	11.8	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.81	2800	59	80	14	13.0	27	1.15	11.8	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
37.91	2800	60	80	14	12.8	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.02	2800	60	80	14	13.0	27	1.14	11.8	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.09	2800	60	80	14	13.1	27	1.15	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.19	2800	59	80	14	12.8	27	1.14	11.9	2.8	6	0.0	0	40	225	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.30	2800	60	80	14	13.0	27	1.14	11.8	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.38	2800	60	80	14	13.1	28	1.14	11.9	3.0	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.45	2800	61	80	14	12.8	27	1.14	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.55	2800	60	80	14	12.8	27	1.14	12.0	3.0	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.64	2800	61	80	14	13.0	27	1.14	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.75	2800	61	80	14	13.1	27	1.14	12.0	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.81	2800	60	80	14	12.7	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
38.91	2800	60	80	14	12.9	27	1.14	11.8	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.02	2800	61	80	14	13.1	28	1.14	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.09	2800	61	80	14	13.1	27	1.15	11.8	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.17	2800	60	80	14	12.7	27	1.14	11.8	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.27	2800	60	80	14	12.9	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.34	2800	61	80	14	13.1	27	1.14	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.42	2800	60	80	14	13.1	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.52	2800	60	80	14	12.7	27	1.14	12.1	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.59	2800	60	80	14	12.9	27	1.14	12.0	2.9	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.67	2800	61	80	14	13.0	27	1.14	12.1	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.77	2800	61	80	14	13.1	27	1.14	12.0	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.84	2800	61	80	14	13.0	27	1.13	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
39.94	2800	61	80	14	12.8	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.03	2800	61	80	14	12.9	27	1.14	11.8	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.11	2800	61	80	14	13.1	28	1.14	11.8	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.19	2800	61	80	14	13.1	27	1.15	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.28	2800	60	80	14	12.8	27	1.14	11.7	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.38	2800	61	80	14	12.9	27	1.14	11.7	2.9	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.45	2700	61	80	14	13.0	27	1.14	11.6	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.55	2700	61	80	14	13.1	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.64	2800	61	80	14	13.1	27	1.15	11.6	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.75	2800	60	80	14	12.7	27	1.14	11.7	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.84	2700	61	80	14	12.9	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
40.92	2700	61	80	14	13.1	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.03	2800	61	80	14	13.1	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.11	2800	60	80	14	13.0	27	1.13	11.5	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.19	2700	60	80	14	12.7	27	1.14	11.7	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.28	2700	61	80	14	12.9	27	1.14	11.7	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.36	2700	61	80	14	13.0	27	1.14	11.9	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.45	2700	61	80	14	13.1	26	1.14	12.0	3.0	7	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.56	2700	60	80	14	13.1	27	1.14	11.9	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.64	2800	61	80	14	12.9	27	1.13	11.9	3.0	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.73	2800	60	80	14	12.8	27	1.14	11.7	2.9	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.83	2700	61	80	14	12.9	27	1.14	11.9	3.0	6	0.0	0	40	325	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
41.91	2700	62	80	14	13.0	28	1.14	11.9	3.0	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.02	2700	63	80	14	13.1	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.11	2800	65	80	14	13.2	28	1.14	11.9	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.19	2800	65	80	14	12.9	28	1.13	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.30	2700	66	82	14	12.8	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.38	2800	66	80	12	12.9	28	1.14	11.8	3.4	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.47	2700	67	80	14	13.0	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.56	2700	67	82	14	13.1	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.66	2700	67	82	14	13.1	28	1.15	11.8	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.77	2800	74	80	14	12.7	34	1.14	11.7	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.84	2800	86	82	14	12.8	35	1.14	12.1	4.4	10	0.0	0	40	325	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
42.92	2800	93	80	14	12.9	38	1.14	13.1	4.9	11	0.0	0	40	425	17.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.00	2800	100	82	14	13.0	41	1.14	13.0	5.3	12	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.09	2800	104	80	14	13.1	41	1.14	12.8	5.4	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.17	2800	106	82	14	12.8	43	1.15	12.2	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.25	2800	109	82	14	12.7	44	1.14	11.8	5.9	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.34	2800	114	80	14	12.9	46	1.14	11.9	6.0	14	0.0	0	40	425	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
43.42	2800	117	82	14	13.0	46	1.14	11.7	6.2	14	0.0	0	40	425	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
